#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
k141_3998789_1       -          xylanase_aligned     -           3.1e-142  469.0  24.9  8.9e-139  457.6  24.9   2.0   1   1   0   1   1   1   1 flag=1 multi=3.0000 len=1492
k141_6422758_1       -          xylanase_aligned     -           1.7e-117  387.4  64.4  1.4e-108  357.9  44.6   2.2   1   1   1   2   2   2   2 flag=1 multi=5.0000 len=2001
k141_6422758_1       -          xylanase_aligned     -           1.7e-117  387.4  64.4  1.4e-108  357.9  44.6   2.2   1   1   1   2   2   2   2 flag=1 multi=5.0000 len=2001
k141_2723618_1       -          xylanase_aligned     -           5.3e-109  359.3   5.9    6e-109  359.1   5.9   1.0   1   0   0   1   1   1   1 flag=0 multi=2.8886 len=814
k141_5184006_1       -          xylanase_aligned     -           6.3e-102  335.9  23.0   1.4e-89  295.1  11.1   2.0   1   1   1   2   2   2   2 flag=1 multi=2.0000 len=681
k141_5184006_1       -          xylanase_aligned     -           6.3e-102  335.9  23.0   1.4e-89  295.1  11.1   2.0   1   1   1   2   2   2   2 flag=1 multi=2.0000 len=681
k141_1124945_1       -          xylanase_aligned     -           3.4e-101  333.5  65.0   4.2e-92  303.5  45.7   2.0   1   1   1   2   2   2   2 flag=1 multi=2.0000 len=1242
k141_1124945_1       -          xylanase_aligned     -           3.4e-101  333.5  65.0   4.2e-92  303.5  45.7   2.0   1   1   1   2   2   2   2 flag=1 multi=2.0000 len=1242
k141_1124945_1       -          xylanase_aligned     -           3.4e-101  333.5  65.0   4.2e-92  303.5  45.7   2.0   1   1   1   2   2   2   2 flag=1 multi=2.0000 len=1242
k141_8364398_1       -          xylanase_aligned     -            6.1e-91  299.7  26.1   1.1e-90  298.9  26.1   1.4   1   0   0   1   1   1   1 flag=1 multi=2.0000 len=1081
k141_2722401_1       -          xylanase_aligned     -              3e-80  264.4   2.1   3.2e-80  264.3   2.1   1.0   1   0   0   1   1   1   1 flag=1 multi=1.0000 len=530
k141_3866072_1       -          xylanase_aligned     -            4.5e-77  253.9   9.3   4.5e-77  253.9   9.3   1.9   2   0   0   2   2   2   1 flag=1 multi=2.0000 len=861
k141_8702412_1       -          xylanase_aligned     -            6.5e-76  250.1   4.3   8.9e-76  249.6   4.3   1.2   1   0   0   1   1   1   1 flag=1 multi=5.0000 len=1713
k141_3016448_1       -          xylanase_aligned     -              4e-73  240.9  10.6     4e-73  240.9  10.6   1.5   2   0   0   2   2   2   1 flag=1 multi=6.0000 len=771
k141_1687580_1       -          xylanase_aligned     -            1.8e-71  235.4   0.3     2e-71  235.3   0.3   1.0   1   0   0   1   1   1   1 flag=1 multi=2.0000 len=465
k141_9444577_1       -          xylanase_aligned     -              8e-68  223.4  18.0   6.4e-56  184.1   5.2   2.0   1   1   1   2   2   2   2 flag=1 multi=2.0000 len=569
k141_2723622_1       -          xylanase_aligned     -            2.6e-67  221.7   1.3     3e-67  221.5   1.3   1.0   1   0   0   1   1   1   1 flag=0 multi=2.3474 len=331
k141_9304123_1       -          xylanase_aligned     -            1.1e-66  219.7   2.5   1.2e-66  219.5   2.5   1.0   1   0   0   1   1   1   1 flag=0 multi=1.0000 len=420
k141_1084754_1       -          xylanase_aligned     -            5.3e-65  214.1   3.4   5.8e-65  214.0   3.4   1.0   1   0   0   1   1   1   1 flag=1 multi=1.0000 len=401
k141_447377_1        -          xylanase_aligned     -            3.7e-63  208.0  10.4     4e-63  207.9  10.4   1.0   1   0   0   1   1   1   1 flag=0 multi=1.0000 len=265
k141_447377_1        -          xylanase_aligned     -            3.7e-63  208.0  10.4     4e-63  207.9  10.4   1.0   1   0   0   1   1   1   1 flag=0 multi=1.0000 len=265
k141_447377_1        -          xylanase_aligned     -            3.7e-63  208.0  10.4     4e-63  207.9  10.4   1.0   1   0   0   1   1   1   1 flag=0 multi=1.0000 len=265
k141_5245547_1       -          xylanase_aligned     -            2.8e-62  205.1   0.2     3e-62  205.0   0.2   1.0   1   0   0   1   1   1   1 flag=0 multi=1.0000 len=446
k141_8979985_1       -          xylanase_aligned     -            6.8e-59  193.9   3.1   7.4e-59  193.8   3.1   1.0   1   0   0   1   1   1   1 flag=1 multi=2.0000 len=854
k141_659249_1        -          xylanase_aligned     -            2.2e-57  189.0  18.2   3.1e-57  188.5  18.2   1.2   1   1   0   1   1   1   1 flag=1 multi=1.0000 len=539
k141_6521606_1       -          xylanase_aligned     -            1.4e-41  136.8  11.0   1.6e-41  136.6  11.0   1.1   1   0   0   1   1   1   1 flag=1 multi=1.0000 len=281
k141_6521606_1       -          xylanase_aligned     -            1.4e-41  136.8  11.0   1.6e-41  136.6  11.0   1.1   1   0   0   1   1   1   1 flag=1 multi=1.0000 len=281
k141_9312079_1       -          xylanase_aligned     -            1.4e-37  123.6  56.4   7.1e-36  118.0  56.4   2.2   1   1   0   1   1   1   1 flag=1 multi=1.0000 len=468
k141_6086088_1       -          xylanase_aligned     -            5.2e-35  115.1   2.2   5.9e-35  114.9   2.2   1.0   1   0   0   1   1   1   1 flag=1 multi=1.9643 len=421
k141_6086088_1       -          xylanase_aligned     -            5.2e-35  115.1   2.2   5.9e-35  114.9   2.2   1.0   1   0   0   1   1   1   1 flag=1 multi=1.9643 len=421
k141_5792246_1       -          xylanase_aligned     -            9.7e-35  114.2   1.7   7.2e-34  111.3   1.7   1.9   1   1   0   1   1   1   1 flag=1 multi=1.0000 len=414
k141_5792246_1       -          xylanase_aligned     -            9.7e-35  114.2   1.7   7.2e-34  111.3   1.7   1.9   1   1   0   1   1   1   1 flag=1 multi=1.0000 len=414
k141_3344239_1       -          xylanase_aligned     -            1.2e-34  113.9   3.8   1.3e-34  113.8   3.8   1.1   1   0   0   1   1   1   1 flag=1 multi=3.0000 len=339
k141_733430_1        -          xylanase_aligned     -            1.6e-33  110.2   5.8   1.9e-33  110.0   5.8   1.0   1   0   0   1   1   1   1 flag=1 multi=2.0000 len=304
k141_8092341_1       -          xylanase_aligned     -            1.9e-31  103.4   7.9   2.4e-31  103.0   7.9   1.1   1   0   0   1   1   1   1 flag=0 multi=6.5556 len=276
k141_2046787_1       -          xylanase_aligned     -            1.7e-30  100.2   6.6   1.9e-30  100.1   6.6   1.0   1   0   0   1   1   1   1 flag=1 multi=3.0000 len=625
k141_7463459_1       -          xylanase_aligned     -            2.1e-21   70.2   0.0   7.4e-21   68.4   0.0   1.7   1   1   0   1   1   1   1 flag=0 multi=1.0000 len=365
k141_5877241_1       -          xylanase_aligned     -            2.1e-21   70.2  12.0   2.5e-21   70.0  12.0   1.1   1   0   0   1   1   1   1 flag=1 multi=1.0000 len=422
k141_6801310_1       -          xylanase_aligned     -            7.8e-19   61.7   0.0   8.7e-19   61.6   0.0   1.0   1   0   0   1   1   1   1 flag=1 multi=1.0000 len=435
k141_6547832_1       -          xylanase_aligned     -              9e-18   58.2  15.3   3.1e-17   56.4  16.0   1.4   1   1   0   1   1   1   1 flag=1 multi=5.0000 len=4019
#
# Program:         hmmsearch
# Version:         3.4 (Aug 2023)
# Pipeline mode:   SEARCH
# Query file:      xylanase.hmm
# Target file:     translated_sequences.fasta
# Option settings: hmmsearch --tblout filtered_xylanase.tsv xylanase.hmm translated_sequences.fasta 
# Current dir:     /home/asal/Desktop/DIAMOND/part3
# Date:            Tue Feb  4 15:27:46 2025
# [ok]
